param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
7,sqrt,5,10,50,0.6137071651090342,0.6551181102362205,0.6041666666666666,0.6255639097744361,0.6603174603174603
7,sqrt,5,10,100,0.6141975308641975,0.6540880503144654,0.6086956521739131,0.6253776435045317,0.6593059936908517
7,sqrt,5,10,200,0.6015503875968993,0.6458658346333853,0.6068759342301944,0.6295180722891566,0.6635071090047393
7,sqrt,5,10,300,0.5975232198142415,0.6479750778816199,0.6041666666666666,0.6265060240963856,0.6593059936908517
7,log2,1,2,50,0.6130030959752322,0.659270998415214,0.6130500758725341,0.6190476190476191,0.6614420062695925
7,log2,1,2,100,0.5978428351309707,0.6540284360189573,0.6096096096096096,0.6208955223880597,0.6645569620253164
7,log2,1,2,200,0.6009389671361502,0.6446540880503144,0.6110283159463488,0.6208955223880597,0.6624605678233438
7,log2,1,2,300,0.6043613707165109,0.6499215070643642,0.6101190476190477,0.623688155922039,0.6687898089171974
7,log2,1,5,50,0.6049382716049383,0.6542056074766355,0.6193353474320241,0.6172465960665658,0.6581875993640699
7,log2,1,5,100,0.6006191950464397,0.6551724137931034,0.6167664670658682,0.6195488721804512,0.6571879936808847
7,log2,1,5,200,0.6037151702786377,0.6572769953051644,0.6112759643916914,0.6195488721804512,0.6582278481012658
7,log2,1,5,300,0.6015503875968993,0.6541471048513302,0.606508875739645,0.6246246246246246,0.6613672496025437
7,log2,1,10,50,0.6123076923076923,0.653125,0.6105263157894737,0.6190476190476191,0.6572327044025157
7,log2,1,10,100,0.5972434915773354,0.6467817896389325,0.5967016491754122,0.6149253731343284,0.6551181102362205
7,log2,1,10,200,0.600924499229584,0.6447574334898278,0.6038863976083707,0.6206896551724138,0.6562009419152276
7,log2,1,10,300,0.6015503875968993,0.6458658346333853,0.6053412462908012,0.6244343891402715,0.660377358490566
7,log2,3,2,50,0.6012461059190031,0.6584234930448223,0.6032689450222882,0.6130952380952381,0.6593059936908517
7,log2,3,2,100,0.5993788819875776,0.646875,0.6059701492537314,0.6160714285714286,0.6562009419152276
7,log2,3,2,200,0.5975232198142415,0.6530612244897959,0.6062407132243685,0.6227544910179641,0.6562009419152276
7,log2,3,2,300,0.6043613707165109,0.6520376175548589,0.6083086053412463,0.6278026905829597,0.6614173228346457
7,log2,3,5,50,0.6012461059190031,0.6584234930448223,0.6032689450222882,0.6130952380952381,0.6593059936908517
7,log2,3,5,100,0.5993788819875776,0.646875,0.6059701492537314,0.6160714285714286,0.6562009419152276
7,log2,3,5,200,0.5975232198142415,0.6530612244897959,0.6062407132243685,0.6227544910179641,0.6562009419152276
7,log2,3,5,300,0.6043613707165109,0.6520376175548589,0.6083086053412463,0.6278026905829597,0.6614173228346457
7,log2,3,10,50,0.6120556414219475,0.6489859594383776,0.6029850746268657,0.6126126126126126,0.6624605678233438
7,log2,3,10,100,0.5984732824427481,0.6456692913385826,0.6032689450222882,0.6163141993957704,0.6541471048513302
7,log2,3,10,200,0.5978428351309707,0.64576802507837,0.6032689450222882,0.6204819277108434,0.660377358490566
7,log2,3,10,300,0.5996908809891809,0.6489028213166145,0.6053412462908012,0.6265060240963856,0.6645669291338583
7,log2,5,2,50,0.609642301710731,0.6542056074766355,0.6047197640117994,0.6163141993957704,0.6561514195583596
7,log2,5,2,100,0.5996955859969558,0.6520376175548589,0.6050670640834576,0.622154779969651,0.6593059936908517
7,log2,5,2,200,0.5990783410138248,0.647887323943662,0.599406528189911,0.6216216216216216,0.6624605678233438
7,log2,5,2,300,0.5987654320987654,0.6447574334898278,0.6026587887740029,0.6285714285714286,0.658267716535433
7,log2,5,5,50,0.609642301710731,0.6542056074766355,0.6047197640117994,0.6163141993957704,0.6561514195583596
7,log2,5,5,100,0.5996955859969558,0.6520376175548589,0.6050670640834576,0.622154779969651,0.6593059936908517
7,log2,5,5,200,0.5990783410138248,0.647887323943662,0.599406528189911,0.6216216216216216,0.6624605678233438
7,log2,5,5,300,0.5987654320987654,0.6447574334898278,0.6026587887740029,0.6285714285714286,0.658267716535433
7,log2,5,10,50,0.609642301710731,0.6542056074766355,0.6047197640117994,0.6163141993957704,0.6561514195583596
7,log2,5,10,100,0.5996955859969558,0.6520376175548589,0.6050670640834576,0.622154779969651,0.6593059936908517
7,log2,5,10,200,0.5990783410138248,0.647887323943662,0.599406528189911,0.6216216216216216,0.6624605678233438
7,log2,5,10,300,0.5987654320987654,0.6447574334898278,0.6026587887740029,0.6285714285714286,0.658267716535433
10,sqrt,1,2,50,0.6028880866425993,0.6514886164623468,0.6241610738255033,0.6092943201376936,0.6540447504302926
10,sqrt,1,2,100,0.6148409893992933,0.6560283687943262,0.626465661641541,0.6204506065857885,0.6516464471403813
10,sqrt,1,2,200,0.6082289803220036,0.6678383128295254,0.622895622895623,0.6161790017211703,0.662020905923345
10,sqrt,1,2,300,0.6035714285714285,0.6608391608391608,0.6294416243654822,0.6151202749140894,0.6643598615916955
10,sqrt,1,5,50,0.6151142355008787,0.6397188049209139,0.6287625418060201,0.6161790017211703,0.6598290598290598
10,sqrt,1,5,100,0.6156521739130435,0.6438356164383562,0.6235489220563848,0.608843537414966,0.6621160409556314
10,sqrt,1,5,200,0.6118881118881119,0.6516464471403813,0.6204620462046204,0.6224489795918368,0.6678023850085179
10,sqrt,1,5,300,0.6105263157894737,0.6482758620689655,0.6210350584307178,0.6172006745362564,0.6643835616438356
10,sqrt,1,10,50,0.6058519793459552,0.6475548060708263,0.6245954692556634,0.6169154228855721,0.6610455311973018
10,sqrt,1,10,100,0.614853195164076,0.6418918918918919,0.6148867313915858,0.6138613861386139,0.6722972972972973
10,sqrt,1,10,200,0.6151202749140894,0.6473594548551959,0.6296900489396411,0.6217105263157895,0.6554054054054054
10,sqrt,1,10,300,0.612736660929432,0.6508474576271186,0.6266233766233766,0.6239737274220033,0.6588235294117647
10,sqrt,3,2,50,0.6044142614601019,0.6451612903225806,0.6178861788617886,0.6133333333333333,0.658703071672355
10,sqrt,3,2,100,0.6198630136986302,0.6598639455782312,0.6223662884927067,0.6153846153846154,0.6677966101694915
10,sqrt,3,2,200,0.6196213425129088,0.6531302876480541,0.6235864297253635,0.6209150326797386,0.6677966101694915
10,sqrt,3,2,300,0.6209262435677531,0.654424040066778,0.6193548387096774,0.6174055829228243,0.6621621621621622
10,sqrt,3,5,50,0.6044142614601019,0.6451612903225806,0.6178861788617886,0.6133333333333333,0.658703071672355
10,sqrt,3,5,100,0.6198630136986302,0.6598639455782312,0.6223662884927067,0.6153846153846154,0.6677966101694915
10,sqrt,3,5,200,0.6196213425129088,0.6531302876480541,0.6235864297253635,0.6209150326797386,0.6677966101694915
10,sqrt,3,5,300,0.6209262435677531,0.654424040066778,0.6193548387096774,0.6174055829228243,0.6621621621621622
10,sqrt,3,10,50,0.6073825503355704,0.6434494195688225,0.6263910969793323,0.6094003241491086,0.6555183946488294
